Location,Site,Row,Column,BroadLeaf
RS,RS037,3,2,0
RS,RS037,3,3,0
RS,RS037,3,4,0
RS,RS037,3,5,0
RS,RS037,3,6,1
RS,RS037,3,7,1
RS,RS038,1,0,1
RS,RS038,1,1,1
RS,RS038,1,2,1
RS,RS038,1,3,
RS,RS038,1,4,0
RS,RS038,1,5,1
RS,RS038,1,6,1
RS,RS038,1,7,1
RS,RS038,2,0,1
RS,RS038,2,1,1
RS,RS038,2,2,1
RS,RS038,2,3,1
RS,RS038,2,4,1
RS,RS038,2,5,1
RS,RS038,2,6,1
RS,RS038,2,7,1
RS,RS038,3,0,1
RS,RS038,3,1,1
RS,RS038,3,2,1
RS,RS038,3,3,1
RS,RS038,3,4,1
RS,RS038,3,5,1
RS,RS038,3,6,1
RS,RS038,3,7,1
RS,RS039,1,0,1
RS,RS039,1,1,1
RS,RS039,1,2,0
RS,RS039,1,3,9
RS,RS039,1,4,1
RS,RS039,1,5,1
RS,RS039,1,6,1
RS,RS039,1,7,1
RS,RS039,2,0,1
RS,RS039,2,1,1
RS,RS039,2,2,1
RS,RS039,2,3,1
RS,RS039,2,4,1
RS,RS039,2,5,1
RS,RS039,2,6,1
RS,RS039,2,7,1
RS,RS039,3,0,1
RS,RS039,3,1,9
RS,RS039,3,2,1
RS,RS039,3,3,1
RS,RS039,3,4,1
RS,RS039,3,5,1
RS,RS039,3,6,1
RS,RS039,3,7,1
YP,YP02_C,1,0,1
,YP02_C,1,1,1
,YP02_C,1,2,1
,YP02_C,1,3,1
,YP02_C,1,4,1
,YP02_C,1,5,1
,YP02_C,1,6,1
,YP02_C,1,7,1
,YP02_C,2,0,1
,YP02_C,2,1,1
,YP02_C,2,2,1
,YP02_C,2,3,1
,YP02_C,2,4,1
,YP02_C,2,5,1
,YP02_C,2,6,1
,YP02_C,2,7,1
,YP02_C,3,0,1
,YP02_C,3,1,1
,YP02_C,3,2,1
,YP02_C,3,3,1
,YP02_C,3,4,1
,YP02_C,3,5,1
,YP02_C,3,6,1
,YP02_C,3,7,1
,YP02_E,1,0,1
,YP02_E,1,1,1
,YP02_E,1,2,1
,YP02_E,1,3,1
,YP02_E,1,4,1
,YP02_E,1,5,1
,YP02_E,1,6,1
,YP02_E,1,7,1
,YP02_E,2,0,1
,YP02_E,2,1,1
,YP02_E,2,2,1
,YP02_E,2,3,1
,YP02_E,2,4,1
,YP02_E,2,5,1
,YP02_E,2,6,1
,YP02_E,2,7,1
,YP02_E,3,0,1
,YP02_E,3,1,1
,YP02_E,3,2,9
,YP02_E,3,3,1
,YP02_E,3,4,1
,YP02_E,3,5,1
,YP02_E,3,6,1
,YP02_E,3,7,1
,YP02_N,1,0,1
,YP02_N,1,1,1
,YP02_N,1,2,1
,YP02_N,1,3,1
,YP02_N,1,4,1
,YP02_N,1,5,1
,YP02_N,1,6,1
,YP02_N,1,7,1
,YP02_N,2,0,1
,YP02_N,2,1,1
,YP02_N,2,2,1
,YP02_N,2,3,1
,YP02_N,2,4,1
,YP02_N,2,5,1
,YP02_N,2,6,1
,YP02_N,2,7,1
,YP02_N,3,0,1
,YP02_N,3,1,1
,YP02_N,3,2,1
,YP02_N,3,3,1
,YP02_N,3,4,1
,YP02_N,3,5,1
,YP02_N,3,6,1
,YP02_N,3,7,1
,YP02_S,1,0,1
,YP02_S,1,1,1
,YP02_S,1,2,1
,YP02_S,1,3,1
,YP02_S,1,4,1
,YP02_S,1,5,1
,YP02_S,1,6,1
,YP02_S,1,7,1
,YP02_S,2,0,1
,YP02_S,2,1,1
,YP02_S,2,2,1
,YP02_S,2,3,1
,YP02_S,2,4,1
,YP02_S,2,5,1
,YP02_S,2,6,1
,YP02_S,2,7,1
,YP02_S,3,0,1
,YP02_S,3,1,1
,YP02_S,3,2,1
,YP02_S,3,3,1
,YP02_S,3,4,1
,YP02_S,3,5,1
,YP02_S,3,6,1
,YP02_S,3,7,1
,YP02_W,1,0,1
,YP02_W,1,1,1
,YP02_W,1,2,1
,YP02_W,1,3,1
,YP02_W,1,4,1
,YP02_W,1,5,1
,YP02_W,1,6,1
,YP02_W,1,7,1
,YP02_W,2,0,1
,YP02_W,2,1,1
,YP02_W,2,2,1
,YP02_W,2,3,1
,YP02_W,2,4,1
,YP02_W,2,5,1
,YP02_W,2,6,1
,YP02_W,2,7,1
,YP02_W,3,0,9
,YP02_W,3,1,1
,YP02_W,3,2,1
,YP02_W,3,3,1
,YP02_W,3,4,1
,YP02_W,3,5,1
,YP02_W,3,6,1
,YP02_W,3,7,1
,YP07_C,1,0,1
,YP07_C,1,1,1
,YP07_C,1,2,1
,YP07_C,1,3,1
,YP07_C,1,4,1
,YP07_C,1,5,1
,YP07_C,1,6,1
,YP07_C,1,7,1
,YP07_C,2,0,1
,YP07_C,2,1,1
,YP07_C,2,2,1
,YP07_C,2,3,1
,YP07_C,2,4,1
,YP07_C,2,5,1
,YP07_C,2,6,1
,YP07_C,2,7,1
,YP07_C,3,0,1
,YP07_C,3,1,1
,YP07_C,3,2,1
,YP07_C,3,3,1
,YP07_C,3,4,1
,YP07_C,3,5,1
,YP07_C,3,6,1
,YP07_C,3,7,1
,YP07_E,1,0,1
,YP07_E,1,1,1
,YP07_E,1,2,1
,YP07_E,1,3,1
,YP07_E,1,4,1
,YP07_E,1,5,1
,YP07_E,1,6,1
,YP07_E,1,7,1
,YP07_E,2,0,1
,YP07_E,2,1,1
,YP07_E,2,2,1
,YP07_E,2,3,1
,YP07_E,2,4,1
,YP07_E,2,5,1
,YP07_E,2,6,1
,YP07_E,2,7,1
,YP07_E,3,0,1
,YP07_E,3,1,1
,YP07_E,3,2,1
,YP07_E,3,3,1
,YP07_E,3,4,1
,YP07_E,3,5,1
,YP07_E,3,6,1
,YP07_E,3,7,1
,YP07_N,1,0,1
,YP07_N,1,1,1
,YP07_N,1,2,1
,YP07_N,1,3,1
,YP07_N,1,4,1
,YP07_N,1,5,1
,YP07_N,1,6,1
,YP07_N,1,7,1
,YP07_N,2,0,1
,YP07_N,2,1,1
,YP07_N,2,2,1
,YP07_N,2,3,1
,YP07_N,2,4,1
,YP07_N,2,5,1
,YP07_N,2,6,1
,YP07_N,2,7,1
,YP07_N,3,0,1
,YP07_N,3,1,1
,YP07_N,3,2,1
,YP07_N,3,3,1
,YP07_N,3,4,1
,YP07_N,3,5,1
,YP07_N,3,6,1
,YP07_N,3,7,1
,YP07_S,1,0,1
,YP07_S,1,1,1
,YP07_S,1,2,1
,YP07_S,1,3,1
,YP07_S,1,4,1
,YP07_S,1,5,1
,YP07_S,1,6,1
,YP07_S,1,7,1
,YP07_S,2,0,1
,YP07_S,2,1,1
,YP07_S,2,2,1
,YP07_S,2,3,1
,YP07_S,2,4,1
,YP07_S,2,5,1
,YP07_S,2,6,1
,YP07_S,2,7,1
,YP07_S,3,0,1
,YP07_S,3,1,1
,YP07_S,3,2,1
,YP07_S,3,3,1
,YP07_S,3,4,1
,YP07_S,3,5,1
,YP07_S,3,6,1
,YP07_S,3,7,9
,YP07_W,1,0,1
,YP07_W,1,1,1
,YP07_W,1,2,1
,YP07_W,1,3,1
,YP07_W,1,4,1
,YP07_W,1,5,1
,YP07_W,1,6,1
,YP07_W,1,7,1
,YP07_W,2,0,1
,YP07_W,2,1,1
,YP07_W,2,2,1
,YP07_W,2,3,1
,YP07_W,2,4,1
,YP07_W,2,5,1
,YP07_W,2,6,1
,YP07_W,2,7,1
,YP07_W,3,0,1
,YP07_W,3,1,1
,YP07_W,3,2,1
,YP07_W,3,3,1
,YP07_W,3,4,1
,YP07_W,3,5,1
,YP07_W,3,6,1
,YP07_W,3,7,1
,YP09_C,1,0,1
,YP09_C,1,1,1
,YP09_C,1,2,1
,YP09_C,1,3,1
,YP09_C,1,4,1
,YP09_C,1,5,1
,YP09_C,1,6,1
,YP09_C,1,7,1
,YP09_C,2,0,1
,YP09_C,2,1,1
,YP09_C,2,2,1
,YP09_C,2,3,1
,YP09_C,2,4,1
,YP09_C,2,5,1
,YP09_C,2,6,1
,YP09_C,2,7,1
,YP09_C,3,0,1
,YP09_C,3,1,1
,YP09_C,3,2,1
,YP09_C,3,3,1
,YP09_C,3,4,1
,YP09_C,3,5,1
,YP09_C,3,6,1
,YP09_C,3,7,1
,YP09_E,1,0,1
,YP09_E,1,1,1
,YP09_E,1,2,1
,YP09_E,1,3,1
,YP09_E,1,4,1
,YP09_E,1,5,1
,YP09_E,1,6,1
,YP09_E,1,7,9
,YP09_E,2,0,1
,YP09_E,2,1,1
,YP09_E,2,2,1
,YP09_E,2,3,1
,YP09_E,2,4,1
,YP09_E,2,5,1
,YP09_E,2,6,1
,YP09_E,2,7,9
,YP09_E,3,0,1
,YP09_E,3,1,1
,YP09_E,3,2,1
,YP09_E,3,3,1
,YP09_E,3,4,1
,YP09_E,3,5,1
,YP09_E,3,6,1
,YP09_E,3,7,1
,YP09_N,1,0,1
,YP09_N,1,1,1
,YP09_N,1,2,1
,YP09_N,1,3,1
,YP09_N,1,4,1
,YP09_N,1,5,1
,YP09_N,1,6,1
,YP09_N,1,7,1
,YP09_N,2,0,1
,YP09_N,2,1,1
,YP09_N,2,2,1
,YP09_N,2,3,1
,YP09_N,2,4,1
,YP09_N,2,5,1
,YP09_N,2,6,1
,YP09_N,2,7,1
,YP09_N,3,0,1
,YP09_N,3,1,1
,YP09_N,3,2,1
,YP09_N,3,3,1
,YP09_N,3,4,1
,YP09_N,3,5,1
,YP09_N,3,6,1
,YP09_N,3,7,1
,YP09_S,1,0,1
,YP09_S,1,1,1
,YP09_S,1,2,1
,YP09_S,1,3,1
,YP09_S,1,4,1
,YP09_S,1,5,1
,YP09_S,1,6,1
,YP09_S,1,7,1
,YP09_S,2,0,1
,YP09_S,2,1,1
,YP09_S,2,2,1
,YP09_S,2,3,1
,YP09_S,2,4,1
,YP09_S,2,5,1
,YP09_S,2,6,1
,YP09_S,2,7,1
,YP09_S,3,0,1
,YP09_S,3,1,1
,YP09_S,3,2,1
,YP09_S,3,3,1
,YP09_S,3,4,1
,YP09_S,3,5,1
,YP09_S,3,6,1
,YP09_S,3,7,1
,YP09_W,1,0,1
,YP09_W,1,1,1
,YP09_W,1,2,1
,YP09_W,1,3,1
,YP09_W,1,4,1
,YP09_W,1,5,1
,YP09_W,1,6,1
,YP09_W,1,7,1
,YP09_W,2,0,1
,YP09_W,2,1,1
,YP09_W,2,2,1
,YP09_W,2,3,1
,YP09_W,2,4,1
,YP09_W,2,5,1
,YP09_W,2,6,1
,YP09_W,2,7,1
,YP09_W,3,0,1
,YP09_W,3,1,1
,YP09_W,3,2,1
,YP09_W,3,3,1
,YP09_W,3,4,1
,YP09_W,3,5,1
,YP09_W,3,6,1
,YP09_W,3,7,1
,YP11_C,1,0,1
,YP11_C,1,1,1
,YP11_C,1,2,1
,YP11_C,1,3,1
,YP11_C,1,4,1
,YP11_C,1,5,1
,YP11_C,1,6,1
,YP11_C,1,7,1
,YP11_C,2,0,1
,YP11_C,2,1,1
,YP11_C,2,2,1
,YP11_C,2,3,1
,YP11_C,2,4,1
,YP11_C,2,5,1
,YP11_C,2,6,1
,YP11_C,2,7,1
,YP11_C,3,0,1
,YP11_C,3,1,1
,YP11_C,3,2,1
,YP11_C,3,3,1
,YP11_C,3,4,1
,YP11_C,3,5,1
,YP11_C,3,6,1
,YP11_C,3,7,1
,YP11_E,1,0,1
,YP11_E,1,1,1
,YP11_E,1,2,1
,YP11_E,1,3,1
,YP11_E,1,4,1
,YP11_E,1,5,1
,YP11_E,1,6,1
,YP11_E,1,7,1
,YP11_E,2,0,1
,YP11_E,2,1,1
,YP11_E,2,2,1
,YP11_E,2,3,1
,YP11_E,2,4,1
,YP11_E,2,5,1
,YP11_E,2,6,1
,YP11_E,2,7,1
,YP11_E,3,0,1
,YP11_E,3,1,1
,YP11_E,3,2,1
,YP11_E,3,3,1
,YP11_E,3,4,1
,YP11_E,3,5,1
,YP11_E,3,6,1
,YP11_E,3,7,1
,YP11_N,1,0,1
,YP11_N,1,1,1
,YP11_N,1,2,0
,YP11_N,1,3,1
,YP11_N,1,4,1
,YP11_N,1,5,1
,YP11_N,1,6,1
,YP11_N,1,7,1
,YP11_N,2,0,1
,YP11_N,2,1,1
,YP11_N,2,2,1
,YP11_N,2,3,1
,YP11_N,2,4,1
,YP11_N,2,5,1
,YP11_N,2,6,1
,YP11_N,2,7,1
,YP11_N,3,0,1
,YP11_N,3,1,1
,YP11_N,3,2,1
,YP11_N,3,3,1
,YP11_N,3,4,1
,YP11_N,3,5,1
,YP11_N,3,6,1
,YP11_N,3,7,1
,YP11_S,1,0,1
,YP11_S,1,1,1
,YP11_S,1,2,1
,YP11_S,1,3,1
,YP11_S,1,4,1
,YP11_S,1,5,1
,YP11_S,1,6,1
,YP11_S,1,7,1
,YP11_S,2,0,1
,YP11_S,2,1,1
,YP11_S,2,2,1
,YP11_S,2,3,1
,YP11_S,2,4,1
,YP11_S,2,5,1
,YP11_S,2,6,1
,YP11_S,2,7,1
,YP11_S,3,0,1
,YP11_S,3,1,1
,YP11_S,3,2,1
,YP11_S,3,3,1
,YP11_S,3,4,1
,YP11_S,3,5,1
,YP11_S,3,6,1
,YP11_S,3,7,1
,YP11_W,1,0,1
,YP11_W,1,1,1
,YP11_W,1,2,1
,YP11_W,1,3,1
,YP11_W,1,4,1
,YP11_W,1,5,1
,YP11_W,1,6,1
,YP11_W,1,7,1
,YP11_W,2,0,1
,YP11_W,2,1,1
,YP11_W,2,2,1
,YP11_W,2,3,1
,YP11_W,2,4,1
,YP11_W,2,5,1
,YP11_W,2,6,1
,YP11_W,2,7,1
,YP11_W,3,0,1
,YP11_W,3,1,1
,YP11_W,3,2,1
,YP11_W,3,3,1
,YP11_W,3,4,1
,YP11_W,3,5,1
,YP11_W,3,6,1
,YP11_W,3,7,9
,YP14_C,1,0,1
,YP14_C,1,1,1
,YP14_C,1,2,1
,YP14_C,1,3,1
,YP14_C,1,4,1
,YP14_C,1,5,1
,YP14_C,1,6,1
,YP14_C,1,7,1
,YP14_C,2,0,1
,YP14_C,2,1,1
,YP14_C,2,2,1
,YP14_C,2,3,1
,YP14_C,2,4,1
,YP14_C,2,5,1
,YP14_C,2,6,1
,YP14_C,2,7,1
,YP14_C,3,0,1
,YP14_C,3,1,1
,YP14_C,3,2,1
,YP14_C,3,3,1
,YP14_C,3,4,1
,YP14_C,3,5,1
,YP14_C,3,6,1
,YP14_C,3,7,1
,YP14_E,1,0,1
,YP14_E,1,1,1
,YP14_E,1,2,1
,YP14_E,1,3,1
,YP14_E,1,4,1
,YP14_E,1,5,1
,YP14_E,1,6,1
,YP14_E,1,7,1
,YP14_E,2,0,1
,YP14_E,2,1,1
,YP14_E,2,2,1
,YP14_E,2,3,1
,YP14_E,2,4,1
,YP14_E,2,5,1
,YP14_E,2,6,1
,YP14_E,2,7,1
,YP14_E,3,0,1
,YP14_E,3,1,1
,YP14_E,3,2,1
,YP14_E,3,3,1
,YP14_E,3,4,1
,YP14_E,3,5,1
,YP14_E,3,6,1
,YP14_E,3,7,1
,YP14_N,1,0,1
,YP14_N,1,1,1
,YP14_N,1,2,1
,YP14_N,1,3,1
,YP14_N,1,4,1
,YP14_N,1,5,1
,YP14_N,1,6,1
,YP14_N,1,7,1
,YP14_N,2,0,1
,YP14_N,2,1,1
,YP14_N,2,2,1
,YP14_N,2,3,1
,YP14_N,2,4,1
,YP14_N,2,5,1
,YP14_N,2,6,1
,YP14_N,2,7,1
,YP14_N,3,0,1
,YP14_N,3,1,1
,YP14_N,3,2,1
,YP14_N,3,3,1
,YP14_N,3,4,1
,YP14_N,3,5,9
,YP14_N,3,6,1
,YP14_N,3,7,1
,YP14_S,1,0,1
,YP14_S,1,1,1
,YP14_S,1,2,1
,YP14_S,1,3,1
,YP14_S,1,4,1
,YP14_S,1,5,1
,YP14_S,1,6,1
,YP14_S,1,7,1
,YP14_S,2,0,1
,YP14_S,2,1,1
,YP14_S,2,2,1
,YP14_S,2,3,1
,YP14_S,2,4,1
,YP14_S,2,5,1
,YP14_S,2,6,1
,YP14_S,2,7,1
,YP14_S,3,0,1
,YP14_S,3,1,1
,YP14_S,3,2,1
,YP14_S,3,3,1
,YP14_S,3,4,1
,YP14_S,3,5,1
,YP14_S,3,6,1
,YP14_S,3,7,1
,YP14_W,1,0,1
,YP14_W,1,1,1
,YP14_W,1,2,1
,YP14_W,1,3,1
,YP14_W,1,4,1
,YP14_W,1,5,1
,YP14_W,1,6,1
,YP14_W,1,7,1
,YP14_W,2,0,1
,YP14_W,2,1,1
,YP14_W,2,2,1
,YP14_W,2,3,1
,YP14_W,2,4,1
,YP14_W,2,5,1
,YP14_W,2,6,1
,YP14_W,2,7,1
,YP14_W,3,0,1
,YP14_W,3,1,1
,YP14_W,3,2,1
,YP14_W,3,3,1
,YP14_W,3,4,1
,YP14_W,3,5,1
,YP14_W,3,6,1
,YP14_W,3,7,1
,YP15_C,1,0,1
,YP15_C,1,1,1
,YP15_C,1,2,1
,YP15_C,1,3,1
,YP15_C,1,4,1
,YP15_C,1,5,1
,YP15_C,1,6,1
,YP15_C,1,7,1
,YP15_C,2,0,1
,YP15_C,2,1,1
,YP15_C,2,2,1
,YP15_C,2,3,1
,YP15_C,2,4,1
,YP15_C,2,5,1
,YP15_C,2,6,1
,YP15_C,2,7,1
,YP15_C,3,0,1
,YP15_C,3,1,1
,YP15_C,3,2,1
,YP15_C,3,3,1
,YP15_C,3,4,1
,YP15_C,3,5,1
,YP15_C,3,6,1
,YP15_C,3,7,1
,YP15_E,1,0,1
,YP15_E,1,1,1
,YP15_E,1,2,1
,YP15_E,1,3,1
,YP15_E,1,4,1
,YP15_E,1,5,1
,YP15_E,1,6,1
,YP15_E,1,7,1
,YP15_E,2,0,1
,YP15_E,2,1,1
,YP15_E,2,2,1
,YP15_E,2,3,1
,YP15_E,2,4,1
,YP15_E,2,5,1
,YP15_E,2,6,1
,YP15_E,2,7,1
,YP15_E,3,0,1
,YP15_E,3,1,1
,YP15_E,3,2,1
,YP15_E,3,3,1
,YP15_E,3,4,1
,YP15_E,3,5,1
,YP15_E,3,6,1
,YP15_E,3,7,1
,YP15_N,1,0,1
,YP15_N,1,1,1
,YP15_N,1,2,1
,YP15_N,1,3,1
,YP15_N,1,4,1
,YP15_N,1,5,1
,YP15_N,1,6,1
,YP15_N,1,7,1
,YP15_N,2,0,1
,YP15_N,2,1,1
,YP15_N,2,2,1
,YP15_N,2,3,1
,YP15_N,2,4,1
,YP15_N,2,5,1
,YP15_N,2,6,1
,YP15_N,2,7,1
,YP15_N,3,0,1
,YP15_N,3,1,1
,YP15_N,3,2,1
,YP15_N,3,3,1
,YP15_N,3,4,1
,YP15_N,3,5,1
,YP15_N,3,6,1
,YP15_N,3,7,1
,YP15_S,1,0,1
,YP15_S,1,1,1
,YP15_S,1,2,1
,YP15_S,1,3,1
,YP15_S,1,4,1
,YP15_S,1,5,0
,YP15_S,1,6,1
,YP15_S,1,7,1
,YP15_S,2,0,1
,YP15_S,2,1,1
,YP15_S,2,2,1
,YP15_S,2,3,1
,YP15_S,2,4,1
,YP15_S,2,5,1
,YP15_S,2,6,1
,YP15_S,2,7,1
,YP15_S,3,0,1
,YP15_S,3,1,1
,YP15_S,3,2,1
,YP15_S,3,3,1
,YP15_S,3,4,1
,YP15_S,3,5,1
,YP15_S,3,6,1
,YP15_S,3,7,1
,YP15_W,1,0,1
,YP15_W,1,1,1
,YP15_W,1,2,1
,YP15_W,1,3,1
,YP15_W,1,4,1
,YP15_W,1,5,1
,YP15_W,1,6,1
,YP15_W,1,7,1
,YP15_W,2,0,1
,YP15_W,2,1,1
,YP15_W,2,2,1
,YP15_W,2,3,1
,YP15_W,2,4,1
,YP15_W,2,5,1
,YP15_W,2,6,1
,YP15_W,2,7,1
,YP15_W,3,0,1
,YP15_W,3,1,1
,YP15_W,3,2,1
,YP15_W,3,3,1
,YP15_W,3,4,1
,YP15_W,3,5,1
,YP15_W,3,6,1
,YP15_W,3,7,1
,YP30_C,1,0,1
,YP30_C,1,1,1
,YP30_C,1,2,1
,YP30_C,1,3,1
,YP30_C,1,4,1
,YP30_C,1,5,1
,YP30_C,1,6,1
,YP30_C,1,7,1
,YP30_C,2,0,9
,YP30_C,2,1,1
,YP30_C,2,2,1
,YP30_C,2,3,1
,YP30_C,2,4,1
,YP30_C,2,5,1
,YP30_C,2,6,1
,YP30_C,2,7,1
,YP30_C,3,0,9
,YP30_C,3,1,9
,YP30_C,3,2,9
,YP30_C,3,3,9
,YP30_C,3,4,9
,YP30_C,3,5,1
,YP30_C,3,6,1
,YP30_C,3,7,1
,YP30_E,1,0,1
,YP30_E,1,1,1
,YP30_E,1,2,1
,YP30_E,1,3,1
,YP30_E,1,4,1
,YP30_E,1,5,1
,YP30_E,1,6,1
,YP30_E,1,7,1
,YP30_E,2,0,1
,YP30_E,2,1,1
,YP30_E,2,2,1
,YP30_E,2,3,1
,YP30_E,2,4,1
,YP30_E,2,5,1
,YP30_E,2,6,1
,YP30_E,2,7,1
,YP30_E,3,0,1
,YP30_E,3,1,1
,YP30_E,3,2,1
,YP30_E,3,3,1
,YP30_E,3,4,1
,YP30_E,3,5,1
,YP30_E,3,6,1
,YP30_E,3,7,1
,YP30_N,1,0,1
,YP30_N,1,1,1
,YP30_N,1,2,1
,YP30_N,1,3,1
,YP30_N,1,4,1
,YP30_N,1,5,1
,YP30_N,1,6,1
,YP30_N,1,7,1
,YP30_N,2,0,1
,YP30_N,2,1,1
,YP30_N,2,2,1
,YP30_N,2,3,1
,YP30_N,2,4,9
,YP30_N,2,5,1
,YP30_N,2,6,1
,YP30_N,2,7,1
,YP30_N,3,0,1
,YP30_N,3,1,1
,YP30_N,3,2,1
,YP30_N,3,3,9
,YP30_N,3,4,9
,YP30_N,3,5,1
,YP30_N,3,6,1
,YP30_N,3,7,1
,YP30_S,1,0,1
,YP30_S,1,1,1
,YP30_S,1,2,1
,YP30_S,1,3,1
,YP30_S,1,4,1
,YP30_S,1,5,1
,YP30_S,1,6,1
,YP30_S,1,7,1
,YP30_S,2,0,1
,YP30_S,2,1,1
,YP30_S,2,2,1
,YP30_S,2,3,1
,YP30_S,2,4,1
,YP30_S,2,5,1
,YP30_S,2,6,1
,YP30_S,2,7,1
,YP30_S,3,0,1
,YP30_S,3,1,1
,YP30_S,3,2,1
,YP30_S,3,3,1
,YP30_S,3,4,1
,YP30_S,3,5,1
,YP30_S,3,6,1
,YP30_S,3,7,1
,YP30_W,1,0,1
,YP30_W,1,1,1
,YP30_W,1,2,1
,YP30_W,1,3,1
,YP30_W,1,4,1
,YP30_W,1,5,1
,YP30_W,1,6,1
,YP30_W,1,7,1
,YP30_W,2,0,1
,YP30_W,2,1,1
,YP30_W,2,2,1
,YP30_W,2,3,1
,YP30_W,2,4,1
,YP30_W,2,5,1
,YP30_W,2,6,1
,YP30_W,2,7,1
,YP30_W,3,0,1
,YP30_W,3,1,1
,YP30_W,3,2,1
,YP30_W,3,3,1
,YP30_W,3,4,1
,YP30_W,3,5,1
,YP30_W,3,6,1
,YP30_W,3,7,1
